I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: GeForce GTX 1080
major: 6 minor: 1 memoryClockRate (GHz) 1.7335
pciBusID 0000:82:00.0
Total memory: 7.92GiB
Free memory: 6.64GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: GeForce GTX 1080, pci bus id: 0000:82:00.0)
batch_size:64, num_classes:1001
Tensor("tower_0/concat:0", shape=(64, 2), dtype=int32, device=/device:GPU:2)
2017-03-29 02:32:27.429531: step 0, loss = 7.51 (1.3 examples/sec; 50.328 sec/batch)
2017-03-29 02:35:37.822668: step 220, loss = 7.49 (158.3 examples/sec; 0.404 sec/batch)
2017-03-29 02:35:44.048161: step 230, loss = 7.50 (149.3 examples/sec; 0.429 sec/batch)
2017-03-29 02:35:48.432228: step 240, loss = 7.47 (150.4 examples/sec; 0.425 sec/batch)
2017-03-29 02:35:53.027374: step 250, loss = 7.48 (131.2 examples/sec; 0.488 sec/batch)
2017-03-29 02:35:57.462542: step 260, loss = 7.46 (143.9 examples/sec; 0.445 sec/batch)
2017-03-29 02:36:01.920888: step 270, loss = 7.48 (139.2 examples/sec; 0.460 sec/batch)
2017-03-29 02:36:06.363179: step 280, loss = 7.43 (142.9 examples/sec; 0.448 sec/batch)
2017-03-29 02:36:14.162609: step 290, loss = 7.47 (138.4 examples/sec; 0.462 sec/batch)
2017-03-29 02:36:21.111707: step 300, loss = 7.50 (149.4 examples/sec; 0.428 sec/batch)
2017-03-29 02:36:29.869140: step 310, loss = 7.49 (133.4 examples/sec; 0.480 sec/batch)
2017-03-29 02:36:36.026901: step 320, loss = 7.47 (57.3 examples/sec; 1.118 sec/batch)
2017-03-29 02:36:44.066992: step 330, loss = 7.51 (154.5 examples/sec; 0.414 sec/batch)
2017-03-29 02:36:52.858664: step 340, loss = 7.50 (134.1 examples/sec; 0.477 sec/batch)
2017-03-29 02:37:00.570737: step 350, loss = 7.48 (53.9 examples/sec; 1.188 sec/batch)
2017-03-29 02:37:06.548617: step 360, loss = 7.56 (149.6 examples/sec; 0.428 sec/batch)
2017-03-29 02:37:12.473038: step 370, loss = 7.52 (51.4 examples/sec; 1.245 sec/batch)
2017-03-29 02:37:21.951074: step 380, loss = 7.44 (30.4 examples/sec; 2.106 sec/batch)
2017-03-29 02:37:30.189092: step 390, loss = 7.52 (148.9 examples/sec; 0.430 sec/batch)
2017-03-29 02:37:37.516368: step 400, loss = 7.53 (146.1 examples/sec; 0.438 sec/batch)
2017-03-29 02:37:46.165455: step 410, loss = 7.48 (146.0 examples/sec; 0.438 sec/batch)
2017-03-29 02:37:50.679680: step 420, loss = 7.52 (153.5 examples/sec; 0.417 sec/batch)
2017-03-29 02:37:55.201122: step 430, loss = 7.48 (153.5 examples/sec; 0.417 sec/batch)
2017-03-29 02:37:59.839987: step 440, loss = 7.46 (148.3 examples/sec; 0.431 sec/batch)
2017-03-29 02:38:04.405813: step 450, loss = 7.51 (128.4 examples/sec; 0.499 sec/batch)
2017-03-29 02:38:12.270870: step 460, loss = 7.38 (28.9 examples/sec; 2.213 sec/batch)
2017-03-29 02:38:16.681977: step 470, loss = 7.47 (138.8 examples/sec; 0.461 sec/batch)
2017-03-29 02:38:21.126319: step 480, loss = 7.50 (142.9 examples/sec; 0.448 sec/batch)
2017-03-29 02:38:25.873936: step 490, loss = 7.50 (127.4 examples/sec; 0.502 sec/batch)
2017-03-29 02:38:30.385124: step 500, loss = 7.50 (150.9 examples/sec; 0.424 sec/batch)
2017-03-29 02:38:38.970391: step 510, loss = 7.55 (145.3 examples/sec; 0.440 sec/batch)
2017-03-29 02:38:43.418155: step 520, loss = 7.50 (156.5 examples/sec; 0.409 sec/batch)
2017-03-29 02:38:49.242143: step 530, loss = 7.49 (148.3 examples/sec; 0.431 sec/batch)
2017-03-29 02:38:57.831999: step 540, loss = 7.46 (145.9 examples/sec; 0.439 sec/batch)
2017-03-29 02:39:02.392299: step 550, loss = 7.51 (124.6 examples/sec; 0.514 sec/batch)
2017-03-29 02:39:07.436383: step 560, loss = 7.54 (136.4 examples/sec; 0.469 sec/batch)
2017-03-29 02:39:13.280016: step 570, loss = 7.54 (150.8 examples/sec; 0.424 sec/batch)
2017-03-29 02:39:17.831896: step 580, loss = 7.42 (140.8 examples/sec; 0.454 sec/batch)
2017-03-29 02:39:22.434518: step 590, loss = 7.51 (138.5 examples/sec; 0.462 sec/batch)
2017-03-29 02:39:27.124407: step 600, loss = 7.46 (145.7 examples/sec; 0.439 sec/batch)
2017-03-29 02:39:36.262775: step 610, loss = 7.47 (143.8 examples/sec; 0.445 sec/batch)
2017-03-29 02:39:40.985405: step 620, loss = 7.48 (129.2 examples/sec; 0.495 sec/batch)
2017-03-29 02:39:45.570867: step 630, loss = 7.52 (139.9 examples/sec; 0.457 sec/batch)
2017-03-29 02:39:50.306357: step 640, loss = 7.49 (153.7 examples/sec; 0.417 sec/batch)
2017-03-29 02:39:55.003823: step 650, loss = 7.54 (142.8 examples/sec; 0.448 sec/batch)
2017-03-29 02:39:59.391042: step 660, loss = 7.44 (143.9 examples/sec; 0.445 sec/batch)
2017-03-29 02:40:04.058647: step 670, loss = 7.51 (128.2 examples/sec; 0.499 sec/batch)
2017-03-29 02:40:08.952709: step 680, loss = 7.53 (148.7 examples/sec; 0.431 sec/batch)
2017-03-29 02:40:13.849013: step 690, loss = 7.50 (143.0 examples/sec; 0.447 sec/batch)
2017-03-29 02:40:18.340166: step 700, loss = 7.46 (145.0 examples/sec; 0.441 sec/batch)
2017-03-29 02:40:26.877834: step 710, loss = 7.48 (141.0 examples/sec; 0.454 sec/batch)
2017-03-29 02:40:31.733411: step 720, loss = 7.48 (127.0 examples/sec; 0.504 sec/batch)
2017-03-29 02:40:36.353485: step 730, loss = 7.44 (144.3 examples/sec; 0.443 sec/batch)
2017-03-29 02:40:40.855288: step 740, loss = 7.47 (127.8 examples/sec; 0.501 sec/batch)
2017-03-29 02:40:46.900969: step 750, loss = 7.48 (71.7 examples/sec; 0.893 sec/batch)
2017-03-29 02:40:51.275912: step 760, loss = 7.49 (151.9 examples/sec; 0.421 sec/batch)
2017-03-29 02:40:56.577769: step 770, loss = 7.44 (123.0 examples/sec; 0.520 sec/batch)
2017-03-29 02:41:04.329146: step 780, loss = 7.46 (42.3 examples/sec; 1.514 sec/batch)
2017-03-29 02:41:10.190843: step 790, loss = 7.42 (41.1 examples/sec; 1.559 sec/batch)
2017-03-29 02:41:15.617623: step 800, loss = 7.47 (152.3 examples/sec; 0.420 sec/batch)
2017-03-29 02:41:25.769967: step 810, loss = 7.40 (147.6 examples/sec; 0.434 sec/batch)
2017-03-29 02:41:30.447458: step 820, loss = 7.45 (145.3 examples/sec; 0.440 sec/batch)
2017-03-29 02:41:34.966968: step 830, loss = 7.49 (130.2 examples/sec; 0.492 sec/batch)
2017-03-29 02:41:39.509773: step 840, loss = 7.48 (132.6 examples/sec; 0.483 sec/batch)
2017-03-29 02:41:45.361489: step 850, loss = 7.53 (137.1 examples/sec; 0.467 sec/batch)
2017-03-29 02:41:51.141612: step 860, loss = 7.48 (144.2 examples/sec; 0.444 sec/batch)
2017-03-29 02:41:55.734069: step 870, loss = 7.53 (152.1 examples/sec; 0.421 sec/batch)
2017-03-29 02:42:02.415004: step 880, loss = 7.49 (143.2 examples/sec; 0.447 sec/batch)
2017-03-29 02:42:07.302291: step 890, loss = 7.48 (142.7 examples/sec; 0.449 sec/batch)
2017-03-29 02:42:12.565494: step 900, loss = 7.47 (149.3 examples/sec; 0.429 sec/batch)
2017-03-29 02:42:21.321678: step 910, loss = 7.45 (147.8 examples/sec; 0.433 sec/batch)
2017-03-29 02:42:25.885195: step 920, loss = 7.47 (132.2 examples/sec; 0.484 sec/batch)
2017-03-29 02:42:30.658475: step 930, loss = 7.52 (145.6 examples/sec; 0.440 sec/batch)
2017-03-29 02:42:35.306315: step 940, loss = 7.49 (138.2 examples/sec; 0.463 sec/batch)
2017-03-29 02:42:41.635815: step 950, loss = 7.53 (147.9 examples/sec; 0.433 sec/batch)
2017-03-29 02:42:46.447246: step 960, loss = 7.48 (141.6 examples/sec; 0.452 sec/batch)
2017-03-29 02:42:50.961416: step 970, loss = 7.40 (135.8 examples/sec; 0.471 sec/batch)
2017-03-29 02:42:55.676688: step 980, loss = 7.46 (139.1 examples/sec; 0.460 sec/batch)
2017-03-29 02:43:00.251137: step 990, loss = 7.46 (132.3 examples/sec; 0.484 sec/batch)
2017-03-29 02:43:04.778230: step 1000, loss = 7.45 (144.1 examples/sec; 0.444 sec/batch)
2017-03-29 02:43:13.694571: step 1010, loss = 7.47 (142.5 examples/sec; 0.449 sec/batch)
2017-03-29 02:43:18.403207: step 1020, loss = 7.47 (133.8 examples/sec; 0.478 sec/batch)
2017-03-29 02:43:22.848915: step 1030, loss = 7.49 (151.7 examples/sec; 0.422 sec/batch)
2017-03-29 02:43:27.584285: step 1040, loss = 7.47 (146.7 examples/sec; 0.436 sec/batch)
2017-03-29 02:43:32.119278: step 1050, loss = 7.48 (146.3 examples/sec; 0.437 sec/batch)
2017-03-29 02:43:36.723445: step 1060, loss = 7.50 (128.8 examples/sec; 0.497 sec/batch)
2017-03-29 02:43:41.161787: step 1070, loss = 7.46 (134.4 examples/sec; 0.476 sec/batch)
2017-03-29 02:43:46.536103: step 1080, loss = 7.47 (135.8 examples/sec; 0.471 sec/batch)
2017-03-29 02:43:52.697921: step 1090, loss = 7.52 (145.6 examples/sec; 0.439 sec/batch)
2017-03-29 02:43:57.839895: step 1100, loss = 7.45 (141.9 examples/sec; 0.451 sec/batch)
2017-03-29 02:44:06.411354: step 1110, loss = 7.53 (139.8 examples/sec; 0.458 sec/batch)
2017-03-29 02:44:10.839474: step 1120, loss = 7.49 (144.7 examples/sec; 0.442 sec/batch)
2017-03-29 02:44:15.448210: step 1130, loss = 7.52 (135.3 examples/sec; 0.473 sec/batch)
2017-03-29 02:44:20.038477: step 1140, loss = 7.49 (129.7 examples/sec; 0.493 sec/batch)
2017-03-29 02:44:24.521661: step 1150, loss = 7.54 (134.3 examples/sec; 0.477 sec/batch)
2017-03-29 02:44:29.273772: step 1160, loss = 7.50 (127.2 examples/sec; 0.503 sec/batch)
2017-03-29 02:44:33.714318: step 1170, loss = 7.51 (143.6 examples/sec; 0.446 sec/batch)
2017-03-29 02:44:38.460067: step 1180, loss = 7.48 (151.5 examples/sec; 0.422 sec/batch)
2017-03-29 02:44:42.887537: step 1190, loss = 7.42 (142.2 examples/sec; 0.450 sec/batch)
2017-03-29 02:44:47.449727: step 1200, loss = 7.51 (137.8 examples/sec; 0.464 sec/batch)
2017-03-29 02:44:56.270915: step 1210, loss = 7.50 (124.7 examples/sec; 0.513 sec/batch)
2017-03-29 02:45:00.863070: step 1220, loss = 7.46 (134.1 examples/sec; 0.477 sec/batch)
2017-03-29 02:45:05.626841: step 1230, loss = 7.53 (132.7 examples/sec; 0.482 sec/batch)
2017-03-29 02:45:10.225966: step 1240, loss = 7.53 (149.7 examples/sec; 0.428 sec/batch)
2017-03-29 02:45:14.849485: step 1250, loss = 7.62 (146.4 examples/sec; 0.437 sec/batch)
2017-03-29 02:45:19.433330: step 1260, loss = 7.51 (131.6 examples/sec; 0.486 sec/batch)
2017-03-29 02:45:24.001001: step 1270, loss = 7.49 (138.4 examples/sec; 0.463 sec/batch)
2017-03-29 02:45:28.558121: step 1280, loss = 7.47 (148.1 examples/sec; 0.432 sec/batch)
2017-03-29 02:45:33.145017: step 1290, loss = 7.42 (148.6 examples/sec; 0.431 sec/batch)
2017-03-29 02:45:37.759096: step 1300, loss = 7.56 (143.3 examples/sec; 0.446 sec/batch)
2017-03-29 02:45:46.793309: step 1310, loss = 7.47 (138.3 examples/sec; 0.463 sec/batch)
2017-03-29 02:45:51.373169: step 1320, loss = 7.49 (141.9 examples/sec; 0.451 sec/batch)
2017-03-29 02:45:55.834552: step 1330, loss = 7.43 (152.7 examples/sec; 0.419 sec/batch)
2017-03-29 02:46:00.412529: step 1340, loss = 7.55 (145.5 examples/sec; 0.440 sec/batch)
2017-03-29 02:46:04.898320: step 1350, loss = 7.50 (150.0 examples/sec; 0.427 sec/batch)
2017-03-29 02:46:09.470973: step 1360, loss = 7.49 (147.0 examples/sec; 0.435 sec/batch)
2017-03-29 02:46:14.041208: step 1370, loss = 7.49 (140.1 examples/sec; 0.457 sec/batch)
2017-03-29 02:46:18.655703: step 1380, loss = 7.47 (141.1 examples/sec; 0.454 sec/batch)
2017-03-29 02:46:23.426459: step 1390, loss = 7.55 (128.2 examples/sec; 0.499 sec/batch)
2017-03-29 02:46:28.062184: step 1400, loss = 7.42 (146.6 examples/sec; 0.437 sec/batch)
2017-03-29 02:46:36.520452: step 1410, loss = 7.43 (148.9 examples/sec; 0.430 sec/batch)
2017-03-29 02:46:40.946068: step 1420, loss = 7.49 (131.9 examples/sec; 0.485 sec/batch)
2017-03-29 02:46:45.478879: step 1430, loss = 7.51 (142.4 examples/sec; 0.449 sec/batch)
2017-03-29 02:46:50.047695: step 1440, loss = 7.57 (131.1 examples/sec; 0.488 sec/batch)
2017-03-29 02:46:54.526750: step 1450, loss = 7.50 (128.3 examples/sec; 0.499 sec/batch)
2017-03-29 02:46:59.134859: step 1460, loss = 7.52 (144.4 examples/sec; 0.443 sec/batch)
2017-03-29 02:47:03.821443: step 1470, loss = 7.52 (135.1 examples/sec; 0.474 sec/batch)
2017-03-29 02:47:08.432910: step 1480, loss = 7.47 (149.4 examples/sec; 0.428 sec/batch)
2017-03-29 02:47:13.209922: step 1490, loss = 7.44 (147.6 examples/sec; 0.434 sec/batch)
2017-03-29 02:47:17.694055: step 1500, loss = 7.46 (137.0 examples/sec; 0.467 sec/batch)
2017-03-29 02:47:26.448371: step 1510, loss = 7.50 (144.6 examples/sec; 0.443 sec/batch)
2017-03-29 02:47:31.033669: step 1520, loss = 7.56 (135.9 examples/sec; 0.471 sec/batch)
2017-03-29 02:47:35.639733: step 1530, loss = 7.57 (145.5 examples/sec; 0.440 sec/batch)
2017-03-29 02:47:40.454651: step 1540, loss = 7.47 (136.8 examples/sec; 0.468 sec/batch)
2017-03-29 02:47:45.138066: step 1550, loss = 7.49 (133.8 examples/sec; 0.478 sec/batch)
2017-03-29 02:47:49.822949: step 1560, loss = 7.49 (128.9 examples/sec; 0.496 sec/batch)
2017-03-29 02:47:54.413963: step 1570, loss = 7.44 (142.3 examples/sec; 0.450 sec/batch)
2017-03-29 02:47:59.075407: step 1580, loss = 7.40 (130.1 examples/sec; 0.492 sec/batch)
2017-03-29 02:48:03.665094: step 1590, loss = 7.49 (149.0 examples/sec; 0.430 sec/batch)
2017-03-29 02:48:08.310279: step 1600, loss = 7.48 (125.8 examples/sec; 0.509 sec/batch)
2017-03-29 02:48:17.628954: step 1610, loss = 7.51 (143.8 examples/sec; 0.445 sec/batch)
2017-03-29 02:48:22.150908: step 1620, loss = 7.48 (149.8 examples/sec; 0.427 sec/batch)
2017-03-29 02:48:26.786554: step 1630, loss = 7.49 (130.4 examples/sec; 0.491 sec/batch)
2017-03-29 02:48:31.215168: step 1640, loss = 7.52 (154.0 examples/sec; 0.415 sec/batch)
2017-03-29 02:48:35.857769: step 1650, loss = 7.50 (148.9 examples/sec; 0.430 sec/batch)
2017-03-29 02:48:40.477843: step 1660, loss = 7.48 (128.6 examples/sec; 0.498 sec/batch)
2017-03-29 02:48:45.155633: step 1670, loss = 7.49 (142.6 examples/sec; 0.449 sec/batch)
2017-03-29 02:48:49.656886: step 1680, loss = 7.47 (142.3 examples/sec; 0.450 sec/batch)
2017-03-29 02:48:54.294805: step 1690, loss = 7.47 (148.7 examples/sec; 0.430 sec/batch)
2017-03-29 02:48:58.934102: step 1700, loss = 7.49 (144.2 examples/sec; 0.444 sec/batch)
2017-03-29 02:49:07.741994: step 1710, loss = 7.49 (135.4 examples/sec; 0.473 sec/batch)
2017-03-29 02:49:12.449929: step 1720, loss = 7.46 (135.6 examples/sec; 0.472 sec/batch)
2017-03-29 02:49:17.216782: step 1730, loss = 7.48 (136.1 examples/sec; 0.470 sec/batch)
2017-03-29 02:49:21.713403: step 1740, loss = 7.50 (122.9 examples/sec; 0.521 sec/batch)
2017-03-29 02:49:26.265260: step 1750, loss = 7.46 (135.2 examples/sec; 0.473 sec/batch)
2017-03-29 02:49:30.849796: step 1760, loss = 7.48 (132.8 examples/sec; 0.482 sec/batch)
2017-03-29 02:49:35.431529: step 1770, loss = 7.39 (136.0 examples/sec; 0.471 sec/batch)
2017-03-29 02:49:40.078999: step 1780, loss = 7.52 (132.5 examples/sec; 0.483 sec/batch)
2017-03-29 02:49:44.734357: step 1790, loss = 7.52 (126.2 examples/sec; 0.507 sec/batch)
2017-03-29 02:49:49.290348: step 1800, loss = 7.47 (125.3 examples/sec; 0.511 sec/batch)
2017-03-29 02:49:57.811447: step 1810, loss = 7.48 (143.9 examples/sec; 0.445 sec/batch)
2017-03-29 02:50:02.395675: step 1820, loss = 7.47 (154.3 examples/sec; 0.415 sec/batch)
2017-03-29 02:50:06.873006: step 1830, loss = 7.42 (142.3 examples/sec; 0.450 sec/batch)
2017-03-29 02:50:11.573863: step 1840, loss = 7.50 (136.7 examples/sec; 0.468 sec/batch)
2017-03-29 02:50:16.276795: step 1850, loss = 7.47 (146.7 examples/sec; 0.436 sec/batch)
2017-03-29 02:50:20.983800: step 1860, loss = 7.52 (121.6 examples/sec; 0.526 sec/batch)
2017-03-29 02:50:25.543904: step 1870, loss = 7.44 (152.1 examples/sec; 0.421 sec/batch)
2017-03-29 02:50:30.200463: step 1880, loss = 7.47 (130.6 examples/sec; 0.490 sec/batch)
2017-03-29 02:50:35.027482: step 1890, loss = 7.50 (130.3 examples/sec; 0.491 sec/batch)
2017-03-29 02:50:39.767005: step 1900, loss = 7.47 (138.4 examples/sec; 0.462 sec/batch)
2017-03-29 02:50:48.812863: step 1910, loss = 7.44 (128.3 examples/sec; 0.499 sec/batch)
2017-03-29 02:50:53.401969: step 1920, loss = 7.35 (131.9 examples/sec; 0.485 sec/batch)
2017-03-29 02:50:57.999807: step 1930, loss = 7.43 (132.4 examples/sec; 0.483 sec/batch)
2017-03-29 02:51:02.634831: step 1940, loss = 7.45 (135.5 examples/sec; 0.472 sec/batch)
2017-03-29 02:51:07.250310: step 1950, loss = 7.50 (132.8 examples/sec; 0.482 sec/batch)
2017-03-29 02:51:11.848374: step 1960, loss = 7.43 (154.3 examples/sec; 0.415 sec/batch)
2017-03-29 02:51:16.530997: step 1970, loss = 7.50 (151.9 examples/sec; 0.421 sec/batch)
2017-03-29 02:51:21.242878: step 1980, loss = 7.44 (135.0 examples/sec; 0.474 sec/batch)
2017-03-29 02:51:25.883724: step 1990, loss = 7.51 (139.4 examples/sec; 0.459 sec/batch)
2017-03-29 02:51:30.549418: step 2000, loss = 7.43 (148.4 examples/sec; 0.431 sec/batch)
2017-03-29 02:51:39.642948: step 2010, loss = 7.43 (137.6 examples/sec; 0.465 sec/batch)
2017-03-29 02:51:44.355008: step 2020, loss = 7.48 (150.2 examples/sec; 0.426 sec/batch)
2017-03-29 02:51:49.034193: step 2030, loss = 7.69 (128.2 examples/sec; 0.499 sec/batch)
2017-03-29 02:51:53.766923: step 2040, loss = 7.46 (123.4 examples/sec; 0.519 sec/batch)
2017-03-29 02:51:58.403928: step 2050, loss = 7.45 (138.3 examples/sec; 0.463 sec/batch)
2017-03-29 02:52:03.127541: step 2060, loss = 7.53 (148.0 examples/sec; 0.432 sec/batch)
2017-03-29 02:52:07.889314: step 2070, loss = 7.50 (142.2 examples/sec; 0.450 sec/batch)
2017-03-29 02:52:12.730726: step 2080, loss = 7.49 (134.0 examples/sec; 0.478 sec/batch)
2017-03-29 02:52:17.507430: step 2090, loss = 7.50 (148.7 examples/sec; 0.430 sec/batch)
2017-03-29 02:52:22.245542: step 2100, loss = 7.47 (125.0 examples/sec; 0.512 sec/batch)
2017-03-29 02:52:31.270555: step 2110, loss = 7.56 (126.4 examples/sec; 0.506 sec/batch)
2017-03-29 02:52:36.041965: step 2120, loss = 7.51 (128.4 examples/sec; 0.498 sec/batch)
2017-03-29 02:52:40.894529: step 2130, loss = 7.43 (141.0 examples/sec; 0.454 sec/batch)
2017-03-29 02:52:45.790572: step 2140, loss = 7.46 (135.7 examples/sec; 0.471 sec/batch)
2017-03-29 02:52:50.695792: step 2150, loss = 7.44 (139.7 examples/sec; 0.458 sec/batch)
2017-03-29 02:52:55.583518: step 2160, loss = 7.50 (139.1 examples/sec; 0.460 sec/batch)
2017-03-29 02:53:00.408912: step 2170, loss = 7.42 (127.1 examples/sec; 0.504 sec/batch)
2017-03-29 02:53:05.217999: step 2180, loss = 7.60 (142.3 examples/sec; 0.450 sec/batch)
2017-03-29 02:53:10.144605: step 2190, loss = 7.39 (131.9 examples/sec; 0.485 sec/batch)
2017-03-29 02:53:15.085615: step 2200, loss = 7.44 (128.3 examples/sec; 0.499 sec/batch)
2017-03-29 02:53:24.228203: step 2210, loss = 7.40 (125.0 examples/sec; 0.512 sec/batch)
2017-03-29 02:53:29.035425: step 2220, loss = 7.40 (121.0 examples/sec; 0.529 sec/batch)
2017-03-29 02:53:33.953592: step 2230, loss = 7.45 (124.5 examples/sec; 0.514 sec/batch)
2017-03-29 02:53:38.859513: step 2240, loss = 7.48 (124.0 examples/sec; 0.516 sec/batch)
2017-03-29 02:53:43.616606: step 2250, loss = 7.33 (137.9 examples/sec; 0.464 sec/batch)
2017-03-29 02:53:48.603054: step 2260, loss = 7.47 (136.8 examples/sec; 0.468 sec/batch)
2017-03-29 02:53:53.452792: step 2270, loss = 7.46 (134.3 examples/sec; 0.477 sec/batch)
2017-03-29 02:53:58.240436: step 2280, loss = 7.38 (142.5 examples/sec; 0.449 sec/batch)
2017-03-29 02:54:03.062546: step 2290, loss = 7.52 (114.9 examples/sec; 0.557 sec/batch)
